Pokémon,HP,Atk,Def,SpAtk,SpDef,Speed,Type,Type,Damage Dealt,Damage Taken,HP,Num KO
1,BULBASAUR,,45,49,49,65,65,45,GRASS,POISON,0,400,294,1.3605442176870748
2,IVYSAUR,,60,62,63,80,80,60,GRASS,POISON,0,355,324,1.095679012345679
3,VENUSAUR,,80,82,83,100,100,80,GRASS,POISON,0,308,364,0.8461538461538461
4,CHARMANDER,,39,52,43,60,50,65,FIRE,,0,382,282,1.3546099290780143
5,CHARMELEON,,58,64,58,80,65,80,FIRE,,0,333,320,1.040625
6,CHARIZARD,,78,84,78,109,85,100,FIRE,FLYING,0,456,360,1.2666666666666666
7,SQUIRTLE,,44,48,65,50,64,43,WATER,,0,335,292,1.1472602739726028
8,WARTORTLE,,59,63,80,65,80,58,WATER,,0,294,322,0.9130434782608695
9,BLASTOISE,,79,83,100,85,105,78,WATER,,0,247,362,0.6823204419889503
10,CATERPIE,,45,30,35,20,20,45,BUG,,0,546,294,1.8571428571428572
11,METAPOD,,50,20,55,25,25,30,BUG,,0,509,304,1.674342105263158
12,BUTTERFREE,,60,45,50,90,80,70,BUG,FLYING,0,512,324,1.5802469135802468
13,WEEDLE,,40,35,30,20,20,50,BUG,POISON,0,656,284,2.3098591549295775
14,KAKUNA,,45,25,50,25,25,35,BUG,POISON,0,612,294,2.0816326530612246
15,BEEDRILL,,65,90,40,45,80,75,BUG,POISON,0,396,334,1.18562874251497
16,PIDGEY,,40,45,40,35,35,56,NORMAL,FLYING,0,360,284,1.267605633802817
17,PIDGEOTTO,,63,60,55,50,50,71,NORMAL,FLYING,0,306,330,0.9272727272727272
18,PIDGEOT,,83,80,75,70,70,101,NORMAL,FLYING,0,256,370,0.6918918918918919
19,RATTATA,,30,56,35,25,35,72,NORMAL,,0,449,264,1.7007575757575757
20,RATICATE,,55,81,60,50,70,97,NORMAL,,0,348,314,1.10828025477707
21,SPEAROW,,40,60,30,31,31,70,NORMAL,FLYING,0,396,284,1.3943661971830985
22,FEAROW,,65,90,65,61,61,100,NORMAL,FLYING,0,276,334,0.8263473053892215
23,EKANS,,35,60,44,40,54,55,POISON,,0,442,274,1.6131386861313868
24,ARBOK,,60,95,69,65,79,80,POISON,,0,357,324,1.1018518518518519
25,PIKACHU,,35,55,40,50,50,90,ELECTRIC,,0,352,274,1.2846715328467153
26,RAICHU,,60,90,55,90,80,110,ELECTRIC,,0,302,324,0.9320987654320988
27,SANDSHREW,,50,75,85,20,30,40,GROUND,,0,477,304,1.569078947368421
28,SANDSLASH,,75,100,110,45,55,65,GROUND,,0,364,354,1.0282485875706215
29,NIDORANfE,,55,47,52,40,40,41,POISON,,0,511,314,1.627388535031847
30,NIDORINA,,70,62,67,55,55,56,POISON,,0,438,344,1.2732558139534884
31,NIDOQUEEN,,90,92,87,75,85,76,POISON,GROUND,0,342,384,0.890625
32,NIDORANmA,,46,57,40,40,40,50,POISON,,0,511,296,1.7263513513513513
33,NIDORINO,,61,72,57,55,55,65,POISON,,0,438,326,1.343558282208589
34,NIDOKING,,81,102,77,85,75,85,POISON,GROUND,0,369,366,1.0081967213114753
35,CLEFAIRY,,70,45,48,60,65,35,FAIRY,,0,338,344,0.9825581395348837
36,CLEFABLE,,95,70,73,95,90,60,FAIRY,,0,270,394,0.6852791878172588
37,VULPIX,,38,41,40,50,65,65,FIRE,,0,352,280,1.2571428571428571
38,NINETALES,,73,76,75,81,100,100,FIRE,,0,256,350,0.7314285714285714
39,JIGGLYPUFF,,115,45,20,45,25,20,NORMAL,FAIRY,0,475,434,1.0944700460829493
40,WIGGLYTUFF,,140,70,45,85,50,45,NORMAL,FAIRY,0,357,484,0.737603305785124
41,ZUBAT,,40,45,35,30,40,55,POISON,FLYING,0,511,284,1.7992957746478873
42,GOLBAT,,75,80,70,65,75,90,POISON,FLYING,0,369,354,1.0423728813559323
43,ODDISH,,45,50,55,75,65,30,GRASS,POISON,0,400,294,1.3605442176870748
44,GLOOM,,60,65,70,85,75,40,GRASS,POISON,0,369,324,1.1388888888888888
45,VILEPLUME,,75,80,85,110,90,50,GRASS,POISON,0,330,354,0.9322033898305084
46,PARAS,,35,70,55,45,55,25,BUG,GRASS,0,729,274,2.6605839416058394
