Pokémon,HP,Atk,Def,SpAtk,SpDef,Speed,Type,Type,Damage Dealt,Damage Taken,HP,Num KO
1,BULBASAUR,,45,49,49,65,65,45,GRASS,POISON,236665,332060,294,1129.455782312925
2,IVYSAUR,,60,62,63,80,80,60,GRASS,POISON,267221,292437,324,902.5833333333334
3,VENUSAUR,,80,82,83,100,100,80,GRASS,POISON,358634,250995,364,689.5467032967033
4,CHARMANDER,,39,52,43,60,50,65,FIRE,,263722,340521,282,1207.5212765957447
5,CHARMELEON,,58,64,58,80,65,80,FIRE,,304527,294557,320,920.490625
6,CHARIZARD,,78,84,78,109,85,100,FIRE,FLYING,442057,348316,360,967.5444444444445
7,SQUIRTLE,,44,48,65,50,64,43,WATER,,255009,284374,292,973.8835616438356
8,WARTORTLE,,59,63,80,65,80,58,WATER,,293059,250710,322,778.6024844720497
9,BLASTOISE,,79,83,100,85,105,78,WATER,,348577,214113,362,591.4723756906077
10,CATERPIE,,45,30,35,20,20,45,BUG,,71834,436416,294,1484.408163265306
11,METAPOD,,50,20,55,25,25,30,BUG,,67277,389687,304,1281.8651315789473
12,BUTTERFREE,,60,45,50,90,80,70,BUG,FLYING,293674,442641,324,1366.1759259259259
13,WEEDLE,,40,35,30,20,20,50,BUG,POISON,75114,485577,284,1709.7781690140846
14,KAKUNA,,45,25,50,25,25,35,BUG,POISON,70346,431337,294,1467.1326530612246
15,BEEDRILL,,65,90,40,45,80,75,BUG,POISON,240837,357228,334,1069.5449101796407
16,PIDGEY,,40,45,40,35,35,56,NORMAL,FLYING,215218,368259,284,1296.6866197183099
17,PIDGEOTTO,,63,60,55,50,50,71,NORMAL,FLYING,249038,314515,330,953.0757575757576
18,PIDGEOT,,83,80,75,70,70,101,NORMAL,FLYING,309926,263474,370,712.0918918918919
19,RATTATA,,30,56,35,25,35,72,NORMAL,,199447,395035,264,1496.344696969697
20,RATICATE,,55,81,60,50,70,97,NORMAL,,260341,298739,314,951.3980891719746
21,SPEAROW,,40,60,30,31,31,70,NORMAL,FLYING,250869,400052,284,1408.6338028169014
22,FEAROW,,65,90,65,61,61,100,NORMAL,FLYING,333169,285401,334,854.4940119760479
23,EKANS,,35,60,44,40,54,55,POISON,,216046,321064,274,1171.7664233576643
24,ARBOK,,60,95,69,65,79,80,POISON,,286502,256065,324,790.324074074074
25,PIKACHU,,35,55,40,50,50,90,ELECTRIC,,237954,308185,274,1124.7627737226278
26,RAICHU,,60,90,55,90,80,110,ELECTRIC,,322213,258147,324,796.75
27,SANDSHREW,,50,75,85,20,30,40,GROUND,,270780,388412,304,1277.671052631579
28,SANDSLASH,,75,100,110,45,55,65,GROUND,,331410,299501,354,846.04802259887
29,NIDORANfE,,55,47,52,40,40,41,POISON,,174796,328874,314,1047.3694267515923
30,NIDORINA,,70,62,67,55,55,56,POISON,,202619,284245,344,826.2936046511628
31,NIDOQUEEN,,90,92,87,75,85,76,POISON,GROUND,343037,258354,384,672.796875
32,NIDORANmA,,46,57,40,40,40,50,POISON,,219029,349166,296,1179.6148648648648
33,NIDORINO,,61,72,57,55,55,65,POISON,,251038,296559,326,909.6901840490798
34,NIDOKING,,81,102,77,85,75,85,POISON,GROUND,398304,278549,366,761.0628415300547
35,CLEFAIRY,,70,45,48,60,65,35,FAIRY,,263416,300352,344,873.1162790697674
36,CLEFABLE,,95,70,73,95,90,60,FAIRY,,347739,241732,394,613.5329949238578
37,VULPIX,,38,41,40,50,65,65,FIRE,,224629,336307,280,1201.0964285714285
38,NINETALES,,73,76,75,81,100,100,FIRE,,314735,246123,350,703.2085714285714
39,JIGGLYPUFF,,115,45,20,45,25,20,NORMAL,FAIRY,265731,436658,434,1006.1244239631336
40,WIGGLYTUFF,,140,70,45,85,50,45,NORMAL,FAIRY,351227,324317,484,670.0764462809917
41,ZUBAT,,40,45,35,30,40,55,POISON,FLYING,191323,394327,284,1388.475352112676
42,GOLBAT,,75,80,70,65,75,90,POISON,FLYING,264150,282350,354,797.5988700564972
43,ODDISH,,45,50,55,75,65,30,GRASS,POISON,254560,321146,294,1092.3333333333333
44,GLOOM,,60,65,70,85,75,40,GRASS,POISON,278371,288173,324,889.4228395061729
45,VILEPLUME,,75,80,85,110,90,50,GRASS,POISON,341244,257132,354,726.361581920904
